Timestamp,SystemCodeNumber,OccupancyRatio,QueueLength,TrafficLevel,IsSpecialDay,VehicleWeight
2016-10-04 10:26:00,BHMMBMMBX01,0.7714701601164483,5,0.5,0,1.0
2016-10-04 10:26:00,BHMNCPNST01,0.7237113402061855,3,0.0,0,1.0
2016-10-04 10:26:00,BHMBCCTHL01,0.6821705426356589,3,0.0,0,1.0
2016-10-04 10:59:00,Shopping,0.7223958333333333,5,0.5,0,1.0
2016-10-04 10:59:00,BHMNCPHST01,0.6075,4,0.5,0,1.0
2016-10-04 10:59:00,Others-CCCPS202,0.4610146407899217,7,1.0,0,0.5
2016-10-04 10:59:00,Others-CCCPS98,0.38994521430873347,5,0.5,0,1.0
2016-10-04 10:59:00,Others-CCCPS135a,0.816121555498326,6,0.5,0,1.0
2016-10-04 10:59:00,BHMMBMMBX01,0.834061135371179,4,0.5,0,1.0
2016-10-04 10:59:00,Broad Street,0.9782608695652174,4,0.5,0,0.5
2016-10-04 10:59:00,BHMNCPNST01,0.7649484536082474,6,1.0,0,1.0
2016-10-04 10:59:00,Others-CCCPS8,0.5983358547655068,4,0.5,0,1.0
2016-10-04 10:59:00,BHMBCCMKT01,0.37954939341421146,6,1.0,0,1.5
2016-10-04 10:59:00,BHMBCCTHL01,0.7958656330749354,4,0.5,0,1.0
2016-10-04 10:59:00,Others-CCCPS119a,0.20478059222261863,4,0.5,0,1.5
2016-10-04 10:59:00,BHMEURBRD01,0.9744680851063829,6,1.0,0,0.2
2016-10-04 10:59:00,Others-CCCPS105a,0.6789447486311598,5,0.5,0,0.5
2016-10-04 11:25:00,Shopping,0.74375,6,0.5,0,1.5
2016-10-04 11:25:00,BHMNCPHST01,0.6375,5,0.5,0,1.0
2016-10-04 11:25:00,BHMBCCMKT01,0.42807625649913345,5,0.5,0,1.0
2016-10-04 11:25:00,Others-CCCPS8,0.6202723146747352,5,0.5,0,1.5
2016-10-04 11:25:00,Others-CCCPS202,0.46612189308818525,6,0.5,0,0.5
2016-10-04 11:25:00,Others-CCCPS105a,0.7088103534096566,6,0.5,0,0.5
2016-10-04 11:25:00,BHMEURBRD01,0.9872340425531915,5,0.5,0,1.0
2016-10-04 11:25:00,Others-CCCPS98,0.3999355462455688,9,1.0,0,1.5
2016-10-04 11:25:00,Others-CCCPS135a,0.829513262941025,7,0.5,0,1.5
2016-10-04 11:25:00,BHMMBMMBX01,0.8791848617176128,5,0.5,0,0.5
2016-10-04 11:25:00,Others-CCCPS119a,0.2097752408134142,5,0.5,0,1.5
2016-10-04 11:25:00,BHMBCCTHL01,0.8372093023255814,5,0.5,0,0.5
2016-10-04 11:25:00,BHMNCPNST01,0.7690721649484537,7,1.0,0,1.5
2016-10-04 11:25:00,Broad Street,0.9739130434782609,6,0.5,0,1.0
2016-10-04 11:59:00,Others-CCCPS98,0.41508217853689977,6,0.5,0,0.5
2016-10-04 11:59:00,Others-CCCPS135a,0.836466649497811,7,0.5,0,0.5
2016-10-04 11:59:00,BHMBCCMKT01,0.4488734835355286,5,0.5,0,0.2
2016-10-04 11:59:00,Others-CCCPS202,0.47327204630575415,6,0.5,0,1.0
2016-10-04 11:59:00,Others-CCCPS119a,0.21584017124509455,5,0.5,0,1.0
2016-10-04 11:59:00,BHMBCCTHL01,0.8578811369509044,5,0.5,0,1.0
2016-10-04 11:59:00,Others-CCCPS105a,0.7317073170731707,6,0.5,0,0.5
2016-10-04 11:59:00,Others-CCCPS8,0.632375189107413,8,1.0,0,1.0
2016-10-04 11:59:00,Broad Street,0.981159420289855,7,1.0,0,1.0
2016-10-04 11:59:00,Shopping,0.7536458333333333,6,0.5,0,1.0
2016-10-04 11:59:00,BHMNCPNST01,0.7855670103092783,7,1.0,0,1.0
2016-10-04 11:59:00,BHMNCPHST01,0.6425,6,0.5,0,1.0
2016-10-04 11:59:00,BHMMBMMBX01,0.9228529839883551,5,0.5,0,0.5
2016-10-04 11:59:00,BHMEURBRD01,0.9787234042553191,5,0.5,0,0.5
2016-10-04 12:29:00,Shopping,0.7604166666666666,10,1.0,0,0.2
2016-10-04 12:29:00,Others-CCCPS135a,0.8372392480041205,11,1.0,0,1.0
2016-10-04 12:29:00,BHMBCCMKT01,0.4610051993067591,8,1.0,0,0.5
2016-10-04 12:29:00,Others-CCCPS202,0.4756554307116105,10,1.0,0,1.0
2016-10-04 12:29:00,BHMNCPHST01,0.6491666666666667,9,1.0,0,0.2
2016-10-04 12:29:00,Others-CCCPS105a,0.7386759581881533,10,1.0,0,1.0
2016-10-04 12:29:00,BHMEURBRD01,0.9872340425531915,8,1.0,0,1.0
2016-10-04 12:29:00,Others-CCCPS119a,0.21548341063146628,9,1.0,0,1.0
2016-10-04 12:29:00,Broad Street,0.9898550724637681,9,1.0,0,1.0
2016-10-04 12:29:00,BHMBCCTHL01,0.8630490956072352,8,1.0,0,1.0
2016-10-04 12:29:00,BHMMBMMBX01,0.9432314410480349,9,1.0,0,0.5
2016-10-04 12:29:00,Others-CCCPS98,0.41798259748630356,10,1.0,0,1.5
2016-10-04 12:29:00,Others-CCCPS8,0.632375189107413,9,1.0,0,1.0
2016-10-04 12:29:00,BHMNCPNST01,0.7814432989690722,6,0.5,0,1.0
2016-10-04 12:56:00,BHMNCPNST01,0.7711340206185567,8,1.0,0,0.5
2016-10-04 13:02:00,Shopping,0.7541666666666667,9,1.0,0,1.0
2016-10-04 13:02:00,Others-CCCPS8,0.6127080181543116,8,1.0,0,1.0
2016-10-04 13:02:00,Others-CCCPS135a,0.8323461241308266,10,1.0,0,1.0
2016-10-04 13:02:00,BHMBCCMKT01,0.4662045060658579,7,1.0,0,1.0
2016-10-04 13:02:00,Others-CCCPS98,0.41508217853689977,9,1.0,0,0.5
2016-10-04 13:02:00,Broad Street,0.9565217391304348,8,1.0,0,0.5
2016-10-04 13:02:00,BHMBCCTHL01,0.8604651162790697,7,1.0,0,1.0
2016-10-04 13:02:00,Others-CCCPS105a,0.7272274763563962,8,1.0,0,0.5
2016-10-04 13:02:00,BHMEURBRD01,0.9744680851063829,8,1.0,0,1.0
2016-10-04 13:02:00,BHMMBMMBX01,0.9475982532751092,6,0.5,0,1.5
2016-10-04 13:02:00,Others-CCCPS202,0.4654409261150834,9,1.0,0,1.0
2016-10-04 13:02:00,BHMNCPHST01,0.6441666666666667,7,1.0,0,1.5
2016-10-04 13:02:00,Others-CCCPS119a,0.21262932572244025,8,1.0,0,1.0
2016-10-04 13:29:00,BHMMBMMBX01,0.9432314410480349,8,1.0,0,1.0
2016-10-04 13:29:00,BHMNCPNST01,0.7731958762886598,7,1.0,0,0.5
2016-10-04 13:29:00,BHMBCCMKT01,0.4558058925476603,7,1.0,0,1.0
2016-10-04 13:29:00,BHMNCPHST01,0.6316666666666667,6,0.5,0,1.0
2016-10-04 13:29:00,Others-CCCPS119a,0.20727791651801641,7,1.0,0,1.0
2016-10-04 13:29:00,BHMBCCTHL01,0.8552971576227391,7,1.0,0,1.0
2016-10-04 13:29:00,Shopping,0.7458333333333333,9,1.0,0,0.2
2016-10-04 13:29:00,BHMEURBRD01,0.9574468085106383,8,1.0,0,1.0
2016-10-04 13:29:00,Others-CCCPS135a,0.8199845480298739,10,1.0,0,0.5
2016-10-04 13:29:00,Others-CCCPS8,0.613464447806354,8,1.0,0,1.5
2016-10-04 13:29:00,Others-CCCPS105a,0.726231956197113,8,1.0,0,1.0
2016-10-04 13:29:00,Broad Street,0.9391304347826087,8,1.0,0,0.2
2016-10-04 13:29:00,Others-CCCPS202,0.4630575417092271,9,1.0,0,1.0
2016-10-04 13:29:00,Others-CCCPS98,0.4102481469545601,8,1.0,0,0.2
2016-10-04 14:02:00,Others-CCCPS119a,0.20549411344987514,4,0.5,0,1.0
2016-10-04 14:02:00,Others-CCCPS8,0.6164901664145235,4,0.5,0,1.5
2016-10-04 14:02:00,BHMNCPHST01,0.6308333333333334,5,0.5,0,1.0
2016-10-04 14:02:00,Others-CCCPS202,0.4603336738168199,5,0.5,0,1.0
2016-10-04 14:02:00,BHMNCPNST01,0.7855670103092783,5,0.5,0,1.0
2016-10-04 14:02:00,Others-CCCPS98,0.40670319046084435,5,0.5,0,1.0
2016-10-04 14:02:00,Others-CCCPS135a,0.8099407674478496,5,0.5,0,1.5
2016-10-04 14:02:00,BHMBCCMKT01,0.4124783362218371,5,1.0,0,1.0
2016-10-04 14:02:00,Broad Street,0.9260869565217391,6,1.0,0,1.0
2016-10-04 14:02:00,Shopping,0.7447916666666666,5,0.5,0,1.0
2016-10-04 14:02:00,Others-CCCPS105a,0.7227476356396217,5,0.5,0,1.0
2016-10-04 14:02:00,BHMBCCTHL01,0.8578811369509044,4,0.5,0,1.0
2016-10-04 14:02:00,BHMMBMMBX01,0.9272197962154294,6,1.0,0,1.0
2016-10-04 14:02:00,BHMEURBRD01,0.948936170212766,4,0.5,0,1.0
2016-10-04 14:29:00,BHMMBMMBX01,0.9126637554585153,4,0.5,0,1.5
2016-10-04 14:29:00,Others-CCCPS135a,0.8016997167138811,5,0.5,0,0.5
2016-10-04 14:29:00,Others-CCCPS202,0.44875723527408923,5,0.5,0,1.0
2016-10-04 14:29:00,Shopping,0.7442708333333333,4,0.5,0,1.0
2016-10-04 14:29:00,BHMBCCTHL01,0.8320413436692506,3,0.5,0,1.0
2016-10-04 14:29:00,BHMBCCMKT01,0.37261698440207974,3,0.5,0,1.5
2016-10-04 14:29:00,Others-CCCPS119a,0.19978594363182306,4,0.5,0,1.0
2016-10-04 14:29:00,BHMEURBRD01,0.9212765957446809,4,0.5,0,0.5
2016-10-04 14:29:00,Others-CCCPS105a,0.7068193130910901,7,1.0,0,0.5
2016-10-04 14:29:00,Broad Street,0.9,4,0.5,0,1.0
2016-10-04 14:29:00,Others-CCCPS98,0.39896873992910087,5,0.5,0,1.0
2016-10-04 14:29:00,Others-CCCPS8,0.5998487140695915,4,0.5,0,0.5
2016-10-04 14:29:00,BHMNCPNST01,0.7690721649484537,4,0.5,0,1.0
2016-10-04 14:29:00,BHMNCPHST01,0.6333333333333333,4,0.5,0,1.0
2016-10-04 14:57:00,BHMBCCTHL01,0.7932816537467701,4,0.5,0,1.5
2016-10-04 14:57:00,BHMMBMMBX01,0.8631732168850073,4,0.5,0,0.2
2016-10-04 14:57:00,Others-CCCPS135a,0.7754313674993562,6,0.5,0,1.0
2016-10-04 14:57:00,BHMNCPNST01,0.7298969072164948,4,0.5,0,0.5
2016-10-04 14:57:00,Shopping,0.7192708333333333,5,0.5,0,1.0
2016-10-04 14:57:00,Others-CCCPS119a,0.18872636460934714,4,0.5,0,0.5
2016-10-04 14:57:00,BHMEURBRD01,0.9063829787234042,4,0.5,0,1.0
2016-10-04 14:57:00,Others-CCCPS105a,0.6699850671976108,4,0.5,0,1.0
2016-10-04 14:57:00,Others-CCCPS98,0.37673219465033836,5,0.5,0,1.0
2016-10-04 14:57:00,Broad Street,0.8782608695652174,5,0.5,0,1.0
2016-10-04 14:57:00,Others-CCCPS8,0.5695915279878971,4,0.5,0,0.2
2016-10-04 14:57:00,BHMNCPHST01,0.6058333333333333,4,0.5,0,1.0
2016-10-04 14:57:00,Others-CCCPS202,0.4313925774599932,7,1.0,0,0.5
2016-10-04 14:57:00,BHMBCCMKT01,0.3327556325823224,3,0.5,0,0.5
2016-10-04 15:30:00,Broad Street,0.8420289855072464,2,0.0,0,1.0
2016-10-04 15:30:00,BHMBCCTHL01,0.7596899224806202,2,0.0,0,1.0
2016-10-04 15:30:00,Shopping,0.6770833333333334,3,0.0,0,1.0
2016-10-04 15:30:00,Others-CCCPS105a,0.6411149825783972,3,0.0,0,0.5
2016-10-04 15:30:00,Others-CCCPS98,0.3631969062197873,3,0.0,0,1.0
2016-10-04 15:30:00,Others-CCCPS8,0.5416036308623298,2,0.0,0,1.0
2016-10-04 15:30:00,BHMEURBRD01,0.874468085106383,3,0.0,0,1.0
2016-10-04 15:30:00,BHMNCPNST01,0.6969072164948453,3,0.0,0,1.0
2016-10-04 15:30:00,BHMMBMMBX01,0.8326055312954876,3,0.5,0,1.0
2016-10-04 15:30:00,BHMBCCMKT01,0.28596187175043325,2,0.0,0,1.0
2016-10-04 15:30:00,Others-CCCPS202,0.41300646918624445,4,0.5,0,1.0
2016-10-04 15:30:00,BHMNCPHST01,0.565,3,0.0,0,1.0
2016-10-04 15:30:00,Others-CCCPS119a,0.18230467356403854,2,0.0,0,1.0
2016-10-04 15:30:00,Others-CCCPS135a,0.731135719804275,4,0.0,0,1.0
2016-10-04 16:04:00,Broad Street,0.7739130434782608,2,0.0,0,1.0
2016-10-04 16:04:00,BHMNCPNST01,0.6536082474226804,2,0.0,0,1.0
2016-10-04 16:04:00,BHMBCCTHL01,0.6976744186046512,1,0.0,0,1.0
2016-10-04 16:04:00,Others-CCCPS202,0.38168198842356144,3,0.5,0,1.5
2016-10-04 16:04:00,Others-CCCPS8,0.5022692889561271,2,0.0,0,0.5
2016-10-04 16:04:00,BHMNCPHST01,0.54,3,0.0,0,0.5
2016-10-04 16:04:00,BHMMBMMBX01,0.7438136826783115,3,0.0,0,1.0
2016-10-04 16:04:00,Others-CCCPS119a,0.16446664288262575,3,0.5,0,1.0
2016-10-04 16:04:00,BHMBCCMKT01,0.2807625649913345,1,0.0,0,0.5
2016-10-04 16:04:00,BHMEURBRD01,0.8,3,0.0,0,0.5
2016-10-04 16:04:00,Others-CCCPS98,0.32839187882694165,3,0.0,0,1.0
2016-10-04 16:04:00,Shopping,0.634375,3,0.0,0,1.0
2016-10-04 16:04:00,Others-CCCPS105a,0.584868093578895,3,0.0,0,0.2
2016-10-04 16:04:00,Others-CCCPS135a,0.6840072109193922,2,0.0,0,0.5
2016-10-04 16:31:00,BHMBCCMKT01,0.24783362218370883,2,0.5,0,1.0
2016-10-04 16:31:00,Others-CCCPS8,0.46747352496217853,2,0.0,0,1.5
2016-10-04 16:31:00,Others-CCCPS202,0.3455907388491658,2,0.0,0,1.0
2016-10-04 16:31:00,Others-CCCPS98,0.30164357073799547,2,0.0,0,0.5
2016-10-04 16:31:00,Others-CCCPS105a,0.5420607267297163,2,0.0,0,1.0
2016-10-04 16:31:00,Others-CCCPS135a,0.6075199587947463,3,0.0,0,1.0
2016-10-04 16:31:00,Shopping,0.5598958333333334,2,0.0,0,1.5
2016-10-04 16:31:00,BHMBCCTHL01,0.6330749354005168,2,0.0,0,1.0
2016-10-04 16:31:00,Others-CCCPS119a,0.1448448091330717,2,0.0,0,1.5
2016-10-04 16:31:00,Broad Street,0.6753623188405797,2,0.5,0,0.2
2016-10-04 16:31:00,BHMMBMMBX01,0.6855895196506551,2,0.0,0,1.0
2016-10-04 16:31:00,BHMEURBRD01,0.6914893617021277,2,0.0,0,1.0
2016-10-04 16:31:00,BHMNCPNST01,0.6268041237113402,2,0.0,0,1.0
2016-10-04 16:31:00,BHMNCPHST01,0.4708333333333333,2,0.5,0,0.2
2016-10-05 07:57:00,BHMMBMMBX01,0.4104803493449782,2,0.0,0,0.5
2016-10-05 07:57:00,Others-CCCPS8,0.3426626323751891,2,0.0,0,1.0
2016-10-05 07:57:00,Others-CCCPS119a,0.08776311095255084,2,0.0,0,0.5
2016-10-05 07:57:00,Others-CCCPS105a,0.36585365853658536,2,0.0,0,0.5
2016-10-05 07:57:00,Shopping,0.31354166666666666,2,0.0,0,1.0
2016-10-05 07:57:00,BHMBCCMKT01,0.09358752166377816,1,0.0,0,1.0
2016-10-05 07:57:00,Others-CCCPS135a,0.28431625032191604,3,0.0,0,1.0
2016-10-05 07:57:00,Others-CCCPS98,0.20947470190138576,2,0.0,0,0.5
2016-10-05 07:57:00,BHMBCCTHL01,0.3772609819121447,2,0.0,0,1.0
2016-10-05 07:57:00,BHMNCPNST01,0.5525773195876289,2,0.0,0,1.0
2016-10-05 07:57:00,BHMEURBRD01,0.2702127659574468,1,0.0,0,1.0
2016-10-05 07:57:00,Others-CCCPS202,0.20224719101123595,2,0.0,0,1.0
2016-10-05 07:57:00,BHMNCPHST01,0.19083333333333333,2,0.5,0,1.0
2016-10-05 07:57:00,Broad Street,0.2608695652173913,2,0.0,0,1.0
2016-10-05 08:30:00,Others-CCCPS8,0.36838124054462934,2,0.0,0,1.0
2016-10-05 08:30:00,BHMNCPHST01,0.2775,2,0.0,0,0.2
2016-10-05 08:30:00,Broad Street,0.4260869565217391,2,0.0,0,1.0
2016-10-05 08:30:00,BHMBCCMKT01,0.1022530329289428,1,0.5,0,1.0
2016-10-05 08:30:00,Others-CCCPS135a,0.41179500386299256,2,0.0,0,1.0
2016-10-05 08:30:00,BHMBCCTHL01,0.43669250645994834,2,0.0,0,1.0
2016-10-05 08:30:00,Shopping,0.40572916666666664,2,0.0,0,0.5
2016-10-05 08:30:00,Others-CCCPS105a,0.4066699850671976,2,0.0,0,1.0
2016-10-05 08:30:00,Others-CCCPS119a,0.11630396004281128,2,0.0,0,1.0
2016-10-05 08:30:00,Others-CCCPS98,0.24492426683854335,2,0.0,0,1.0
2016-10-05 08:30:00,BHMNCPNST01,0.5628865979381443,1,0.0,0,1.0
2016-10-05 08:30:00,BHMEURBRD01,0.4276595744680851,2,0.0,0,1.5
2016-10-05 08:30:00,Others-CCCPS202,0.25059584610146407,2,0.0,0,1.5
2016-10-05 08:30:00,BHMMBMMBX01,0.48034934497816595,2,0.0,0,1.0
2016-10-05 09:04:00,Others-CCCPS98,0.2887528198517564,4,0.5,0,1.0
2016-10-05 09:04:00,Others-CCCPS119a,0.14948269711023904,2,0.0,0,1.0
2016-10-05 09:04:00,Broad Street,0.6144927536231884,2,0.0,0,1.0
2016-10-05 09:04:00,BHMNCPNST01,0.6041237113402061,2,0.0,0,1.0
2016-10-05 09:04:00,Others-CCCPS105a,0.4723743155798905,2,0.0,0,1.0
2016-10-05 09:04:00,BHMMBMMBX01,0.5749636098981077,3,0.5,0,0.2
2016-10-05 09:04:00,Others-CCCPS135a,0.5516353335050219,3,0.0,0,1.0
2016-10-05 09:04:00,Others-CCCPS8,0.41906202723146746,2,0.0,0,0.5
2016-10-05 09:04:00,Others-CCCPS202,0.3159686755192373,3,0.0,0,0.2
2016-10-05 09:04:00,BHMNCPHST01,0.39166666666666666,2,0.0,0,0.5
2016-10-05 09:04:00,Shopping,0.5078125,4,0.5,0,1.0
2016-10-05 09:04:00,BHMBCCTHL01,0.5452196382428941,2,0.0,0,0.5
2016-10-05 09:04:00,BHMBCCMKT01,0.12305025996533796,2,0.0,0,1.0
2016-10-05 09:04:00,BHMEURBRD01,0.6021276595744681,2,0.0,0,1.0
2016-10-05 09:30:00,BHMNCPNST01,0.6536082474226804,2,0.0,0,1.0
2016-10-05 09:30:00,Others-CCCPS105a,0.5425584868093579,3,0.5,0,1.0
2016-10-05 09:30:00,Shopping,0.5927083333333333,3,0.0,0,1.0
2016-10-05 09:30:00,BHMBCCTHL01,0.661498708010336,3,0.0,0,0.5
2016-10-05 09:30:00,Others-CCCPS202,0.3687436159346272,4,0.5,0,1.0
2016-10-05 09:30:00,Others-CCCPS135a,0.6572237960339944,3,0.0,0,1.0
2016-10-05 09:30:00,BHMEURBRD01,0.7382978723404255,2,0.0,0,0.2
2016-10-05 09:30:00,BHMBCCMKT01,0.1438474870017331,2,0.5,0,1.0
2016-10-05 09:30:00,BHMMBMMBX01,0.6754002911208151,2,0.0,0,1.0
2016-10-05 09:30:00,Others-CCCPS98,0.323235578472446,3,0.0,0,1.0
2016-10-05 09:30:00,BHMNCPHST01,0.4866666666666667,3,0.0,0,1.0
2016-10-05 09:30:00,Others-CCCPS8,0.4735249621785174,3,0.0,0,1.0
2016-10-05 09:30:00,Others-CCCPS119a,0.1705315733143061,3,0.0,0,0.2
2016-10-05 09:30:00,Broad Street,0.7391304347826086,2,0.0,0,1.0
2016-10-05 10:04:00,BHMNCPNST01,0.6989690721649484,3,0.0,0,1.5
2016-10-05 10:04:00,Others-CCCPS202,0.4157303370786517,4,0.0,0,1.5
2016-10-05 10:04:00,Others-CCCPS105a,0.6202090592334495,5,0.5,0,1.0
2016-10-05 10:04:00,BHMNCPHST01,0.5825,5,0.5,0,1.0
2016-10-05 10:04:00,Others-CCCPS8,0.5370650529500757,3,0.0,0,1.0
2016-10-05 10:04:00,Shopping,0.6802083333333333,4,0.0,0,1.5
2016-10-05 10:04:00,Broad Street,0.8289855072463768,3,0.0,0,1.0
2016-10-05 10:04:00,BHMBCCTHL01,0.8010335917312662,3,0.0,0,1.0
2016-10-05 10:04:00,BHMMBMMBX01,0.7802037845705968,4,0.0,0,1.0
2016-10-05 10:04:00,BHMBCCMKT01,0.1975736568457539,3,0.0,0,1.0
2016-10-05 10:04:00,Others-CCCPS98,0.35836287463744765,4,0.0,0,0.5
